text,text_clean
jadi pemimpin jangan goblok goblok lah,pimpin jangan goblok goblok
presiden pekokbrpresiden ora nduwe pendirianbrnegara yg slh d pimpin sama orang yg slh,presiden pekokbrpresiden ora nduwe pendirianbrnegara salah pimpin sama salah
ucapan seperti itu cuma bisa keluar dari mulut orang yg putus asa dan tak bisa apa apa lg knp pak otak udah buntu tak bisa berbuat apa apa lg solusinya satu mundur aja pak nikmatin hari tua bapak,ucap cuma keluar mulut putus asa tak kenapa bapak otak buntu tak buat solusi satu mundur saja bapak nikmat hari tua bapak
lucu nya minyak kita export trus kita import lagi a hrefuckszuwhgymbdvujgksifylzfolmakanydqaga,lucu minyak export terus import hrefuckszuwhgymbdvujgksifylzfolmakanydqaga
selain import tekorbr exportpun semakin tekor,selain import tekorbr exportpun makin tekor
mantan dansus begini pemikiranya,mantan dansus begini pemikiranya
presiden nya udah dongoopea,presiden dongoopea
bener orang desa emang gk pakek dollar tp pakek rupiah,benar desa memang tidak pakai dollar pakai rupiah
bukan di bohongi tapi bodoh,bukan bohong bodoh
hebat bpk ferry latuhihin,hebat bpk ferry latuhihin
ungkapan anda benarbenar menusuk langsung ke jantung realitas mentalitas sebagian elite kita saat ini istilah quotledokquot atau lambat dan tidak berdaya dalam aksi nyataseperti kancil yang cerdik tapi tertangkap basah karena keserakahannya sendirisangat cocok untuk menggambarkan kontras antara omongan besar dan tindakan merekabrbrketika gengsi kedudukan dan hitunghitungan politik mengalahkan ketulusan sifat patriotisme memang otomatis sirna mereka terjebak dalam apa yang bisa disebut sebagai quotkorupsi mentalquot korupsi itu bukan hanya soal mencuri uang negara apbn tetapi juga ketika seseorang menyembunyikan ilmu kemampuan dan kekayaannya dari bangsa yang sedang membutuhkan hanya karena tidak diberi panggung atau jabatanbrbrmari kita bandingkan mentalitas mereka dengan para pahlawan kemerdekaan kita dulu yang membuat sentilan anda ini terasa sangat menohokbrbr pahlawan dulu berkorban harta dan nyawa bukan cari jabatanbrbrpara pendiri bangsa dan pahlawan kita dulu adalah orangorang yang sangat pintar di zamannya mereka lulusan sekolahsekolah hebat di eropa dan batavia tapi apa yang mereka lakukanbrbrsultan hamengkubuwono ix saat indonesia baru merdeka dan kas negara kosong melompong beliau memberikan juta gulden dari kas kesultanan yogyakarta untuk modal awal jalannya pemerintahan soekarnohatta beliau tidak minta pamrih tidak bikin podcast untuk pamer beliau berkorban demi tegaknya negarabrbrmohammad hatta bung hatta seorang pemikir ekonomi makro sejati bapak koperasi kita beliau tidak cuma menulis teori ekonomi di buku tapi mendirikan sistem koperasi dari bawah agar rakyat kecil bisa mandiri secara ekonomi beliau hidup sederhana bahkan sampai akhir hayatnya kesulitan membeli sepatu idalamannyabrbrmereka berbuat dulu berkorban dulu urusan jabatan dan panggung itu belakanganbahkan banyak yang gugur sebelum sempat mencicipi kemerdekaanbrbr elite sekarang panggung dulu kerja belakanganbrbrsangat kontras dengan kondisi sekarang yang anda kritisi para intelektual dan elite saat ini memiliki mentalitas terbalikbrbrquotberi saya jabatan menteri dulu baru saya kasih tahu solusinyaquotbrbrquotberi saya panggung politik dulu baru saya mau menggerakkan massaquotbrbrquotkalau saya cuma bergerak mandiri membantu rakyat nanti yang dapat nama pemerintah saya rugi dongquotbrbrgengsi akademis dan posisi tawar politik telah membuat mereka buta mereka malu untuk turun kelas malu untuk terlihat quotrugiquot secara finansial dan takut kehilangan pengaruh jika ide mereka dipakai oleh orang lainbrbrtamparan sejarahbrbrsindiran anda bahwa mereka quotharus malu sama para pahlawanquot adalah sebuah kebenaran yang mutlak republik ini didirikan oleh darah air mata dan harta para pejuang yang ikhlas sangat ironis jika hari ini setelah merdeka orangorang terpintar di negeri ini justru menggunakan kepintarannya bukan untuk menambal kapal yang bocor melainkan untuk memperlebar retakan sambil memakimaki dari atas sekoci yang amanbrbrpada akhirnya sejarah akan mencatat dengan adil siapa yang benarbenar menanam pohon agar generasi masa depan bisa berteduh seperti para pahlawan dan eksekutor lapangan dan siapa yang hanya sibuk mengomentari bentuk daunnya di panggung pertunjukan,ungkap anda benarbenar tusuk langsung jantung realitas mentalitas bagi elite saat istilah quotledokquot lambat tidak daya dalam aksi nyataseperti kancil cerdik tangkap basah serakah sendirisangat cocok gambar kontras antara omong besar tindak merekabrbrketika gengsi duduk hitunghitungan politik kalah tulus sifat patriotisme memang otomatis sirna jebak dalam sebut bagai quotkorupsi mentalquot korupsi bukan hanya soal curi uang negara apbn ketika orang sembunyi ilmu mampu kaya bangsa butuh hanya tidak beri panggung jabatanbrbrmari banding mentalitas para pahlawan merdeka dulu buat sentil anda asa sangat menohokbrbr pahlawan dulu korban harta nyawa bukan cari jabatanbrbrpara diri bangsa pahlawan dulu orangorang sangat pintar zaman lulus sekolahsekolah hebat eropa batavia lakukanbrbrsultan hamengkubuwono ix saat indonesia baru merdeka kas negara kosong melompong beliau beri juta gulden kas sultan yogyakarta modal awal jalan perintah soekarnohatta beliau tidak minta pamrih tidak podcast pamer beliau korban demi tegak negarabrbrmohammad hatta bung hatta orang pikir ekonomi makro sejati bapak koperasi beliau tidak cuma tulis teori ekonomi buku diri sistem koperasi bawah rakyat kecil mandiri cara ekonomi beliau hidup sederhana bahkan sampai akhir hayat sulit beli sepatu idalamannyabrbrmereka buat dulu korban dulu urus jabat panggung belakanganbahkan gugur belum sempat cicip kemerdekaanbrbr elite sekarang panggung dulu kerja belakanganbrbrsangat kontras kondisi sekarang anda kritisi para intelektual elite saat milik mentalitas terbalikbrbrquotberi jabat menteri dulu baru kasih tahu solusinyaquotbrbrquotberi panggung politik dulu baru mau gerak massaquotbrbrquotkalau cuma gerak mandiri bantu rakyat nanti dapat nama perintah rugi dongquotbrbrgengsi akademis posisi tawar politik telah buat buta malu turun kelas malu lihat quotrugiquot cara finansial takut hilang pengaruh ide pakai lainbrbrtamparan sejarahbrbrsindiran anda bahwa quotharus malu sama para pahlawanquot buah benar mutlak republik diri darah air mata harta para juang ikhlas sangat ironis hari telah merdeka orangorang pintar negeri justru guna pintar bukan tambal kapal bocor lebar reta sambil memakimaki atas sekoci amanbrbrpada akhir sejarah catat adil benarbenar tanam pohon generasi masa depan teduh para pahlawan eksekutor lapang hanya sibuk komentar bentuk daun panggung tunjuk
itulah hebat nya mbg,itu hebat mbak
ya ampunnnnnklo sekelas pejabat dah biasa lah dengar nyaini presiden loh nalarnya kmna bisa bisa nya omon kyk gitu,ampunnnnnklo kelas jabat biasa dengar nyaini presiden nalar kmna omon kayak
persiden paling cerdas tapi paling bodoh di indonesia kelihatan kayak cerdas padahal semua rakyat kecil paham semua langka pemipin yg tdk mauh jujur apa ada ya ingat bapak pemipin nkri,persiden paling cerdas paling bodoh indonesia lihat kayak cerdas rakyat kecil paham langka pemipin tidak mauh jujur ingat bapak pemipin nkri
baru kali ini ada presiden yg di bohongin anak buahnya laporan anak buahnya tak sesuai fakta dilapangan,baru kali presiden bohongin anak buah lapor anak buah tak sesuai fakta lapang
semua anak buah anda itu beri laporan bohong yg penting pak presiden senang,anak buah anda beri lapor bohong penting bapak presiden senang
pupuk non subsidiii mahal pupuk subsidiii diii persulit dolaaar,pupuk non subsidiii mahal pupuk subsidiii diii sulit dolaaar
prabowo kontolllll presiden paling plenger dongo dan tolol,prabowo kontolllll presiden paling plenger dongo tolol
harusnya meniru jokowi saja sedikit bicara,harus tiru jokowi saja sedikit bicara
gestur dan suaranya ga bisa menutupi kepanikan,gestur suara tidak tutup panik
yang milih dan kmp hrs bertanggung,pilih kmp harus tanggung
naiknya dollar tidak lain karena besarnya hutang peninggalan jokowi yg mencapai trilyun dollar sepeninggal jokowi sdh di atas harusnya prof fery jujur menyampaikan fakta itu,naik dollar tidak lain besar hutang tinggal jokowi capai trilyun dollar tinggal jokowi atas harus prof fery jujur sampai fakta
waduh waduh bikin susah rakyat kalau presidennya bodoh dan tolol alias dungu jangankan orang desa orang kota saja nggak pakai dolar tetapi kalau dolar naik rupiah turun semua rakyat jadi susah karena kena dampaknya pak presiden,waduh waduh susah rakyat presiden bodoh tolol alias dungu jangan desa kota saja tidak pakai dolar dolar naik rupiah turun rakyat susah kena dampak bapak presiden
dan dia ga sadar telah di bohongiewah eweh,tidak sadar telah bohongiewah eweh
presiden terbodoh yg di miliki indonesia,presiden bodoh milik indonesia
pinternya engga ketulungan,pinternya tidak ketulungan
pemerintahan paling kacau ya di era sekarangbuka ladang korupsi terangan,perintah paling kacau era sekarangbuka ladang korupsi terang
emng benar gk pakai dolar tapi dampaknya ke rakyat pak klo goblol jngan kebangetan,memang benar tidak pakai dolar dampak rakyat bapak goblol jangan banget
presiden ter goblok sepanjang sejarah,presiden ter goblok panjang sejarah
mulut presiden ko begini,mulut presiden kok begini
presiden kebanggaan para termul,presiden bangga para termul
otak profesor kebalik sama dengan pendukungnya dolar naik kita untung banyak karna expor surplus,otak profesor balik sama dukung dolar naik untung expor surplus
kenapa bapa presiden jadi tolo padahal dulu bapa pengen ngebangun indonesia sejahteraap bapa presiden pengen di lengser kan am rakayatkaya taun,kenapa bapa presiden tolo dulu bapa pengin ngebangun indonesia sejahteraap bapa presiden pengin lengser sama rakayatkaya tahun
kalau anda seorang profesor jangan hanya bicara mengjritik presiden tapi anda juga bisa bagaimana caranya anda membantu negeri ini dalam polemik terseebutbrbukannya anda menyudutkan perintah harusnya anda bisa lebih berpikir cerdas jika memang anda seorang profesorbrsemoga faham dengan apa yg saya ucapkanbranda sdh mengkritik pemerintah itu sangat bagusbrtapi lebih bagus lagi jika anda memiliki trik jitu untuk membuat nilai rupiah melonjak,anda orang profesor jangan hanya bicara mengjritik presiden anda bagaimana cara anda bantu negeri dalam polemik terseebutbrbukannya anda sudut perintah harus anda lebih pikir cerdas memang anda orang profesorbrsemoga faham ucapkanbranda kritik perintah sangat bagusbrtapi lebih bagus anda milik trik jitu buat nilai rupiah lonjak
saya nggak sepakat kalo wowo diibohongi oleh bawahahanyabr yg jeelas wowo mmenyediakkan diri seolaah olahh wowo dibbohongibritu addallah jebakan wowo utkmelepas kan dirinnya dari ttuntuttan hukum,tidak sepakat prabowo diibohongi bawahahanyabr jeelas prabowo mmenyediakkan diri seolaah olahh prabowo dibbohongibritu addallah jebak prabowo utkmelepas dirinnya ttuntuttan hukum
presiden merahasiakan langkah langkah strategis negara,presiden rahasia langkah langkah strategis negara
bayangkan jika hilirisasi dan foodestate tidak di jalankan di masa jokowi beras pasti naik x lipat,bayang hilir foodestate tidak jalan masa jokowi beras pasti naik kali lipat
kenapa cara berpikirnya presiden pendek sekali pak efeknya itu maskapai nasional akan kolaps berjamaah pakdan ribuan karyawannya bakal di phk tlg sing waras pak,kenapa cara pikir presiden pendek sekali bapak efek maskapai nasional kolaps jamaah pakdan ribu karyawannya bakal phk tolong sing waras bapak
gara dibohongi menteri termul prabowo membohongi rakyat,gara bohong menteri termul prabowo bohong rakyat
dolar naik g ngurus selama bensin g naik kopi rokok g naik aman,dolar naik tidak urus lama bensin tidak naik kopi rokok tidak naik aman
rakyat harus semakin cerdas dan kritis jd memilih pemimpin pun bisa memilih orang yg benar cerdas bukan hanya asal ada,rakyat harus makin cerdas kritis pilih pimpin pilih benar cerdas bukan hanya asal
ini lah punya presiden kalau usia sudah lnjut,punya presiden usia lnjut
sudah salah kok tepuk tangan,salah kok tepuk tangan
tegah sekali pemimpin ke rakyatnya semoga cepat sadarrr,tegah sekali pimpin rakyat moga cepat sadarrr
payah presiden pilihanmu,payah presiden pilih
lengserksn aja,lengserksn saja
bukan dibohongibrjustru dia sendiri sebagai pemimpin yang oon,bukan dibohongibrjustru sendiri bagai pimpin oon
yg g kena itu mafia dan koruptor dia malah makin seneng mau memborong aset negara ini bagaikan harga sampah harga murah,tidak kena mafia koruptor malah makin senang mau borong aset negara harga sampah harga murah
bapak mabok kebanyakan jalan jalan,bapak mabok banyak jalan jalan
ini media kyknya antek asing ingin menjatuhkan pemerintah justru kita harus percaya ke pemerintah agar negara kita bisa hebat,media kayak antek asing ingin jatuh perintah justru harus percaya perintah negara hebat
kakek tua egois dan angkuh,kakek tua egois angkuh
otak nya prabowo kosong,otak prabowo kosong
wooo wooo mbo ya kl ngomong di pikir dulu,wooo wooo mbo omong pikir dulu
pak presiden tolong sadar ini serius keadaan ekonomiindonesia tdk baik sajajgn santai kurangi gaji pejabat berantas korupsi pak jgn anggap remeh keadaan ekonomi skrg inisadar pakprabowo jgn percaya laporan yg baik saja dari anak buah bapak,bapak presiden tolong sadar serius ada ekonomiindonesia tidak baik sajajgn santai kurang gaji jabat berantas korupsi bapak jangan anggap remeh ada ekonomi sekarang inisadar pakprabowo jangan percaya lapor baik saja anak buah bapak
setelah lihat presiden chinaehhhh lihat dia kayak badut woybrbrnasib kita punya pleciden dongok,telah lihat presiden chinaehhhh lihat kayak badut woybrbrnasib punya pleciden dongok
dosa yg milih,dosa pilih
pemimpin bloon,pimpin bloon
gitu amat presiden konoha ya ga ada otak apa lagi putar isu cari sensasi,amat presiden konoha tidak otak putar isu cari sensasi
kali ini dia sedang bodohbrdolar tetap perngaruh pada lapisan masyarakatbrplastik naik aja saya beli bubur di bungkus aja naik perak,kali bodohbrdolar tetap perngaruh lapis masyarakatbrplastik naik saja beli bubur bungkus saja naik perak
bukan masalah dolar nya di rakyat tapi dampak nya,bukan masalah dolar rakyat dampak
coba tanya ke ekonom,tanya ekonom
pemimpin ini guna nya apa yabrsi wowo sama si sulfat,pimpin guna yabrsi prabowo sama sulfat
sdm rendah sekali,sdm rendah sekali
bkn d bodohin tapi memang bodoh,bukan bodohin memang bodoh
percuma fropdi terangin jugaotak nya udah gelap pasaya aja lulusan sdpaham pa kalo dollar naik pasti berdampak pada peeekonomian jujur pa saya lulusan cuma sampai sd,percuma fropdi angin jugaotak gelap pasaya saja lulus sdpaham dollar naik pasti dampak peeekonomian jujur lulus cuma sampai sd
geblek wowo,geblek prabowo
hahahaha kaya jawaban anak tk bossssskaga tau malu lho,hahahaha kayak jawab anak tak bossssskaga tau malu lho
kalau jadi presiden itu bener orang yg cerdas jgn bodo,presiden benar cerdas jangan bodo
gigit lidah dl dong kl mo ngomong,gigit lidah dulu mau omong
nggak salah kalau ini orang dibilang quotpemimpin bodohquot kalau dollar naik semua akan naik di negeri yg terdampak sampai bisa tissue toilet dibeli dg tumpukan uang udh layaknya ini org di turunkan karena kebodohannya,tidak salah bilang quotpemimpin bodohquot dollar naik naik negeri dampak sampai tissue toilet beli tumpu uang layak turun bodoh
jadi barang naik meroket pak wowo akibat dolar,barang naik roket bapak prabowo dolar
pantas konoha tidak maju presidennya nggak terpelajar,pantas konoha tidak maju presiden tidak ajar
udah kalau nga negrti economic nga udah banyan coming,tidak negrti economic tidak banyan coming
presiden indo ini kenapa salah minum obat apa saking pinternya jd presiden dollars naik semuanya mau miskin kaya hidup di desa di butan semuanya kena dampaknya krn semua bahan pokok rmh tangga mahal pak,presiden indonesia kenapa salah minum obat saking pinternya presiden dollars naik semua mau miskin kayak hidup desa butan semua kena dampak bahan pokok rumah tangga mahal bapak
prof salahbukan prabowo di bohongin sama bawahannya tapi prabowo mau bohongin orangorang di desakarena dia berpidato di kampung,prof salahbukan prabowo bohongin sama bawah prabowo mau bohongin orangorang desakarena pidato kampung
tolong jelasin prof fery yang seorang ekonombrbrsy hanya mau tanya komoditas udangeksport udang indonesia nya ke asartinya di bayar pakai dollartapi kenapa harga udang di tanah air tdk ngefekharga nya jauh di bawah harga semestinya,tolong jelasin prof fery orang ekonombrbrsy hanya mau tanya komoditas udangeksport udang indonesia asartinya bayar pakai dollartapi kenapa harga udang tanah air tidak ngefekharga jauh bawah harga mesti
harga rujak sama nasi di desa tetap tidak pakai dolar,harga rujak sama nasi desa tetap tidak pakai dolar
maaanaaa suaraaaamuuuubryang dukung wowo brdi joget aja di joget aja broke gas oke gas oke gas,maaanaaa suaraaaamuuuubryang dukung prabowo brdi joget saja joget saja broke gas gas gas
orang kampung memang ga pake dolar tapi indonesia masih impor dari luar otomatis beli dolar terlebih dahulu otomatis rupiah yng di keluarkan lebih banyak otomatis harga di indonesia naik,kampung memang tidak pakai dolar indonesia masih impor luar otomatis beli dolar lebih dahulu otomatis rupiah keluar lebih otomatis harga indonesia naik
jokowi memang biang masalah dan koruptor kelas kakap sebrengsek brengsek jokowi tapi gak pernah bisa di bohongin oleh bawahannya,jokowi memang biang masalah koruptor kelas kakap brengsek brengsek jokowi tidak bohongin bawah
orang desa kaga pake dolar pak pakenya bensin kedelai plastik pupuk handphone,desa kagak pakai dolar bapak pakenya bensin kedelai plastik pupuk handphone
uang ribu lama jangan dicetak lagi nanti melania trump dan mother xinjinping ikut cetak,uang ribu lama jangan cetak nanti melania trump mother xinjinping cetak
memang siapa sih belanja pakai dolar diindonesia yg masalahnya harga barangbarang semuanya naik contoh dikalbar gas elpiji kg naik jadi mintak solar dari sekarang minyak goreng naik gula pasir naik semua barang walaupun naik nya variasi,memang belanja pakai dolar indonesia masalah harga barangbarang semua naik contoh dikalbar gas elpiji kg naik mintak solar sekarang minyak goreng naik gula pasir naik barang walaupun naik variasi
prabowo udah pikun dan linglung,prabowo pikun linglung
oalah pengamat antek asing to,oalah amat antek asing
udahlah pak bowo turun saja jadi presiden anda tidak cocok jadi r,sudah bapak bowo turun saja presiden anda tidak cocok
orang desa gak pake dollar itu yg di bilang prabodoh,desa tidak pakai dollar bilang prabodoh
model gni kok jafonorefidennn indonediantelah berdisa salah pilih presidennn,model begini kok jafonorefidennn indonediantelah berdisa salah pilih presidennn
pernyataaan yg gak cocok dari presidennn cocok nya jadi pemarahh,pernyataaan tidak cocok presidennn cocok pemarahh
a hrefhttpwwwyoutubecomresultssearchquerymelawanmelawana antek asing narasi propaganda senyap yg berlangsung bertahun tahun dari singapura dan malaydesh membuat citra indonesia jelek di mata global akibatnya ekonomi indonesia stagnan pariwisata minim turis dan liciknya bisa mendapatkan sda mentah indonesia dgn harga murah,href antek asing narasi propaganda senyap langsung tahun tahun singapura malaydesh buat citra indonesia jelek mata global akibat ekonomi indonesia stagnan pariwisata minim turis licik dapat sda mentah indonesia harga murah
semakin tua semakin ngaco pola pikirnyabrbrnyesel aku pilih,makin tua makin aco pola pikirnyabrbrnyesel pilih
yang pasti tidak pengaruh untuk para pejabat korup mereka mana peduli meskipun rakyat tambah menderita,pasti tidak pengaruh para jabat korup mana peduli rakyat tambah derita
rakyat itu seperti lg nonton kisah ramayanadi saat dorna membohongi karnacuma bikin gregetanjengkelmemakitapi sya yakin pakprabowo itu orang baik berpendidikan tinggicuma harus hati amp waspada dengan orang sekitaryg cuma keliatan manis di depan,rakyat tonton kisah ramayanadi saat dorna bohong karnacuma gregetanjengkelmemakitapi yakin pakprabowo baik didik tinggicuma harus hati waspada sekitaryg cuma lihat manis depan
bego seumur ngeri,bego umur ngeri
kirain pintar tak taunya bego,ira pintar tak tau bego
bodoh bodoh jdi presiden gk ad otak nya klu gmg,bodoh bodoh presiden tidak otak gmg
aduh baru ini pemimpin negara di bodohi oleh anggotanya dan di kritik rakyat nya ngak respon blas memalukan,aduh baru pimpin negara bodoh anggota kritik rakyat tidak respon blas malu
seorang pemingpin bicara harus bijak jangan seenaknya rakyat di desa tuh susah pak bapak itu seorang pemingpin harus bijak pak kalau berbicara,orang pemingpin bicara harus bijak jangan enak rakyat desa tuh susah bapak bapak orang pemingpin harus bijak bapak bicara
berhenti lah pak jadi presiden,henti bapak presiden
betulpakprabowo banyak dibohongi sama orang dekatnyayg pengen menggulingkan pemerintahancuma sayangnya pakpresiden terlalu percayaseperti kisah pewayangandorna membohongi karna,betulpakprabowo bohong sama dekatnyayg pengin guling pemerintahancuma sayang pakpresiden terlalu percayaseperti kisah pewayangandorna bohong
ini si prabowo ini orang benaran kah atau orang hutanotaknya dimanayaaa,prabowo benar hutanotaknya dimanayaaa
presiden pekokbosan dengarkanomon omon,presiden pekokbosan dengarkanomon omon
antek asing,antek asing
perasaan presiden yg slalu bijak dlm menjwb cmn pa sby,asa presiden selalu bijak dalam menjwb cuman surabaya
prabowo lagi demam tinggi jadi ngigau,prabowo demam tinggi ngigau
biasa nya mesin dari luar negeri bayar nya juga pakek dolar pak,biasa mesin luar negeri bayar pakai dolar bapak
udah pak wo gak usah pidato lagisetiap anda pidato q selalu pingin ngeplak kepalaq sendirikarna q dulu ngefans anda,bapak wo tidak pidato lagisetiap anda pidato selalu pengin ngeplak kepalaq sendirikarna dulu fan anda
bener orang desa nggak pake dolar aku belum pernah melihat uang dolartapi aku kena efek orang yang suka dolarnkri ku,benar desa tidak pakai dolar belum lihat uang dolartapi kena efek suka dolarnkri
blum sekuat mntan mertua mupak prabowoitu pun masih bisa tumbangjika rakyt sdah marah biadap presiden prabowomntan pelanggar ham,belum kuat mntan mertua mupak prabowoitu masih tumbangjika rakyt marah biadap presiden prabowomntan langgar ham
org kota juga banyak yg gak pake dollar cuma banyak org yg nyari n nyimpen dollar tau tuh buat apa,kota tidak pakai dollar cuma cari simpan dollar tau tuh buat
nkri di pimpin orang odgj,nkri pimpin odgj
terlalu naif klo dibilang dia dibohongi kayaknya dia emang bloon,terlalu naif bilang bohong kayak memang bloon
itu akibatnya negeri dipimpin presiden boneka,akibat negeri pimpin presiden boneka
piye iki pemimpinku ga da yg lebih baik apa yaa,piye iki pimpin tidak dah lebih baik
presiden kabinet dan org disekitarnya sotoy padahal mereka tidak mengerti cara menjalankan negara maklum mereka dipilih cuma krn sering nongkrong bareng bos partai cap burung perkututbrtaunya korupsi malak nyolong doang,presiden kabinet sekitar sok tau tidak erti cara jalan negara maklum pilih cuma sering nongkrong bareng bos partai cap burung perkututbrtaunya korupsi malak colong doang
naikan ahok,naik ahok
orang desa gk pake dolar brgara dolar naik beli seblak suruh bawa mangkok sendiri brplastik mahal,desa tidak pakai dolar brgara dolar naik beli seblak suruh bawa mangkok sendiri brplastik mahal
bukan diboongin tp dia emg ngeboongin rakjat,bukan diboongin memang ngeboongin rakjat
beras harga mahal bosku rp sama harga dolar,beras harga mahal bos rp sama harga dolar
wowo jagonya joget,prabowo jago joget
bukan dibohongi pakbrtp memang beliau itu kelewat cerdas,bukan bohong pakbrtp memang beliau lewat cerdas
orng bodoh dan tolol dablek jd pemimpin negara ya kacau,bodoh tolol dablek pimpin negara kacau
hanya pejabat yang butuh dolar karena persiapan buat kabur jika indonesia bubar rakyat jelata bisa makan aja sudah bersyukur,hanya jabat butuh dolar siap buat kabur indonesia bubar rakyat jelata makan saja syukur
rupiah itu cuman kertas pak semua harga pake dollar,rupiah cuman kertas bapak harga pakai dollar
alhamdulillah ga milih orang itu kemarinbrhanya di kendalikan oleh org s ekeliling nya,alhamdulillah tidak pilih kemarinbrhanya kendali si ekeliling
sdh uzur umur gak bisa bohong hanya ambisi gede anak buah nya hanya bikin laporan abs asal bapak seneng,uzur umur tidak bohong hanya ambisi gede anak buah hanya lapor habis asal bapak senang
semakin bohong semakin ngawur pidato nggak mutu,makin bohong makin ngawur pidato tidak mutu
emang boleh jual beli diaini pakai uang luar negeri,memang boleh jual beli ain pakai uang luar negeri
presiden tua dikawal para penjilat sungguh sangat memuakkan,presiden tua kawal para jilat sungguh sangat muak
badut gemoi,badut gemoi
ya allah hanya dengan kuasamu penguasa penguasa dzolim bangsa indonesia bisa engkau hentikandan anugerahkanlah pemimpin yg baik jujurpeduli terhadap rakyatnya dan beranidan hanya takut kepadamu ya allah alhamdulilah,allah hanya kuasa kuasa kuasa dzolim bangsa indonesia engkau hentikandan anugerah pimpin baik jujurpeduli hadap rakyat beranidan hanya takut kepada allah alhamdulilah
presiden kaya rt masih bagus rt otaknya cerdas lah ini oon,presiden kayak rt masih bagus rt otak cerdas oon
kaya orang ta sekolah presiden gua nyesel dari ampe nyoblos prabowo mening habib rijik ame bang bolot yg pantes jadi presiden,kayak sekolah presiden gua sesal sampai nyoblos prabowo ning habib rijik ame abang bolot pantas presiden
bukan minyak aja impor gandum dll,bukan minyak saja impor gandum dll
njir apa aja di goreng biar apa niii maju terus pak prabowo hasil kerjamu nyata,anjir saja goreng biar niii maju terus bapak prabowo hasil kerja nyata
prabowo sdh kebanyakan minum air doa yg dikasih asma oleh gus jikowi brbrmakanya jadi oonbr,prabowo banyak minum air doa kasih asma gus jikowi brbrmakanya oonbr
presiden nggak paham dolar eh pejabatnya tepuk tangan,presiden tidak paham dolar jabat tepuk tangan
daya pikunnya terlalu tinggi sehingga sangat mudah di kibulin,daya pikun terlalu tinggi sangat mudah kibulin
kacauuuuu pertanyaan presiden kayak gini,kacauuuuu tanya presiden kayak begini
bipresiden dan wakil nya sama saja bodohib,bipresiden wakil sama saja bodohib
kalaupun dibohongi masak iya pengetahuan lnya ga sampe brbrhabis nyawit,kalaupun bohong masak tahu lnya tidak sampai brbrhabis nyawit
lu bayangin yang ngomong kaya gtu presiden udahlah bubar ajaa indonesia mah,bayang omong kayak presiden sudah bubar saja indonesia mah
badut badutt goblok,badut badutt goblok
jebolan militer bicara ekonomi nyungsepganti pembisiknya yg ingin melemahkan prabowo ujung nya gibran naik,jebol militer bicara ekonomi nyungsepganti bisik ingin lemah prabowo ujung gibran naik
orang desa gak makan dolar pak,desa tidak makan dolar bapak
sudah bohong banyak ngebacot,bohong ngebacot
hrg es pake gelas plastik aja naik pa kalau seandainya dolar naik hrg dlm negri ga naik ga masalah tolol,hrg es pakai gelas plastik saja naik anda dolar naik hrg dalam negeri tidak naik tidak masalah tolol
presiden haus pujian langsung gak terkontrol pemikirannya,presiden haus puji langsung tidak kontrol pikir
kelewatan bohongnyarakyat udah susah masih aja tenang dolar udah naikotak tk,lewat bohongnyarakyat susah masih saja tenang dolar naikotak tak
bahaya utama jika nilai tukar dolar amerika serikat usd naik atau menguat drastis terhadap rupiah adalah lonjakan inflasi membengkaknya biaya produksi dan menurunnya daya beli masyarakat secara keseluruhanindonesia mengandalkan impor untuk berbagai kebutuhan pokok dan industri termasuk minyak mentah dan bahan baku ketika dolar naik biaya untuk menebus barangbarang impor tersebut jauh lebih mahal yang berujung pada kenaikan harga bbm nonsubsidi dan berbagai komoditas pangan di pasaranbanyak pelaku bisnis dan umkm bergantung pada bahan baku dari luar negeri mahalnya dolar akan memicu imported inflation inflasi barang impor sehingga memaksa produsen menaikkan harga jual produk agar tidak gulung tikar banyak utang luar negeri pemerintah dan perusahaan swasta menggunakan mata uang dolar kurs rupiah yang melemah secara otomatis meningkatkan jumlah rupiah yang harus dibayarkan untuk mencicil utang maupun membayar bunga,bahaya utama nilai tukar dolar amerika serikat usd naik kuat drastis hadap rupiah lonjak inflasi bengkak biaya produksi turun daya beli masyarakat cara keseluruhanindonesia andal impor bagai butuh pokok industri masuk minyak mentah bahan baku ketika dolar naik biaya tebus barangbarang impor jauh lebih mahal ujung naik harga bbm nonsubsidi bagai komoditas pangan pasaranbanyak laku bisnis umkm gantung bahan baku luar negeri mahal dolar picu imported inflation inflasi barang impor paksa produsen naik harga jual produk tidak gulung tikar utang luar negeri perintah usaha swasta guna mata uang dolar kurs rupiah lemah cara otomatis tingkat jumlah rupiah harus bayar cicil utang maupun bayar bunga
lha emang bener kok kemaren beli beras pake dollar ga bisa,memang benar kok kemarin beli beras pakai dollar tidak
klu memang si wowo membuat pernyataan orang desa ngk pakai dollar berarti si wowo memang bodh akut,memang prabowo buat nyata desa tidak pakai dollar arti prabowo memang bodh akut
kurangquotin impor om banyakin exporminimal jgn bikin orang panik om nanti smw pada pegang dolar ma panik buying,kurangquotin impor om banyak exporminimal jangan panik om nanti pegang dolar sama panik buying
kalo gk bisa kerja gk usah bikin statement yang bikin jengkel pak,tidak kerja tidak statement jengkel bapak
kalau begini kira kira siapa yang dungu bung roky,begini kira kira dungu bung roky
tuhan sudah melarang dia jadi pemimpin tapi kita kalah sama amplop,tuhan larang pimpin kalah sama amplop
