id,text,text_clean,label_inset_lexicon,label_manual,catatan
1665,disangkain paripurna eh banyak kejeblosnya ternyata sabar aja ya,disangkain paripurna jeblos nyata sabar saja,Negatif,Netral,
9205,pimpinan yg dimaksud diakhir diri sendiri kah pak?,pimpin maksud akhir diri sendiri bapak,Negatif,Netral,
1932,menteri keuangan sama saja dengan presiden sekarang rupiah anjlokbbm naik sembako naik pemerintah tidak bisa menyediakan lapangan pekerjaan korupsi merajalela di aparat pemerintah,menteri uang sama saja presiden sekarang rupiah anjlokbbm naik sembako naik perintah tidak sedia lapang kerja korupsi rajalela aparat perintah,Netral,Negatif,
9953,pa inget ga dulu rupiah pernah anjlok tapi almarhum pa habibie bikin rupiah naik bpk knp mlh bilang bgtu,ingat tidak dulu rupiah anjlok almarhum habibie rupiah naik bpk kenapa malah bilang,Negatif,Netral,
1151,apa di konoha naik terus tapi gaji naik tiap bulan tipis,konoha naik terus gaji naik tiap bulan tipis,Netral,Netral,
2839,udah tua istirahat dirumah aja dahh kasian negara ini,tua istirahat rumah saja dah kasihan negara,Negatif,Negatif,
5950,anti kritikbrbrorang kota jg ga pk dollar broooobrbrtp untung rakyatnya memble aplg mahasiswanya payaahhh cb msh thn an udah abis orang kaya gini,anti kritikbrbrorang kota tidak pakai dollar broooobrbrtp untung rakyat memble aplg mahasiswa payaahhh masih tahun habis kayak begini,Negatif,Negatif,
8309,itu harga sapi juga naik banyak pdhal di desa kata peternak sapi pakannya naik banyak,harga sapi naik desa kata ternak sapi pakan naik,Negatif,Netral,
8933,"1,1 aja masih ketinggian",saja masih tinggi,Negatif,Netral,
10077,nyesel banget milih prabowo,sesal banget pilih prabowo,Negatif,Negatif,
5178,cerdas nih anak,cerdas anak,Negatif,Positif,
831,prabowo goblok orang pakai dolar bisa pengaruh harga bahan pokok,prabowo goblok pakai dolar pengaruh harga bahan pokok,Negatif,Negatif,
8312,kayaknya tahun kedepan masyarakat indo bakal mode survive tingkat kritis,kayak tahun depan masyarakat indonesia bakal mode survive tingkat kritis,Negatif,Netral,
4753,prabowo kematian akan datanginget janji janji anda,prabowo mati datanginget janji janji anda,Negatif,Negatif,
10047,"tapi dia presiden mu anjirrr, hidup mu skrng tergantung apa keputusan anjirrr",presiden anjir hidup sekarang gantung putus anjir,Negatif,Netral,
10008,pangan aman kalau harga naik wes sama ae mau beli pakai apa,pangan aman harga naik wes sama saja mau beli pakai,Netral,Netral,
636,bro are u talking about yourself,are lu talking about yourself,Netral,Netral,
4466,prabowo jadi presiden makin susah cari makan,prabowo presiden makin susah cari makan,Negatif,Negatif,
6800,yg milih prabowo kalian tanggung jawab,pilih prabowo kalian tanggung jawab,Negatif,Netral,
7988,hidup babu jokowi,hidup babu jokowi,Negatif,Negatif,
7080,tapi harga kebutuhan pokok naik dan bukan itu aja seperti pupuk juga,harga butuh pokok naik bukan saja pupuk,Netral,Netral,
6967,dia mah enak ganji nya gede jadi ngomong begitu,mah enak ganji gede omong,Negatif,Negatif,
4143,presiden omon kalau ngomong asal jeplak aja bremang presiden terburuk sepanjang masa ini brhancur hancur negara ini dipegang presiden omonomon,presiden omon omong asal jeplak saja bremang presiden buruk panjang masa brhancur hancur negara pegang presiden omonomon,Negatif,Negatif,
7028,bosen pak pidatonya gitu terusabs pokoknya,bosan bapak pidato terusabs pokok,Negatif,Negatif,
9184,"cari tahu saja sendiri, buzer pemerintah parah, makan uang haram",cari tahu saja sendiri buzer perintah parah makan uang haram,Negatif,Negatif,
877,jawabannya benar tapi benere dewe,jawab benar benere dewe,Negatif,Netral,
4870,bang bei jungkir balik menyiram air memadamkan api eh pimpinannya malah menyiram bensin jadinya apinya malah makin besar,abang bei jungkir balik siram air madam api pimpin malah siram bensin jadi api malah makin besar,Negatif,Netral,
5316,pahami dulu tong biar pintar,paham dulu tong biar pintar,Negatif,Negatif,
5223,desa saya tak butih dolar akan tetapi warga desa saya butuh emas gram kepala kluarga dlm atau bulannya semoga pemerintah bisa mensubsidikan dg gratis pd setiap wargakk amin,desa tak butih dolar warga desa butuh emas gram kepala keluarga dalam bulan moga perintah subsidi gratis tiap wargakk amin,Negatif,Positif,
5,kalau saya yakin yg maha kuasa cuma beri waktu untuk para korupsi merasa berkuasa dulu sebelum pembalasan tiba karna dia tidak tidur tidak istirahat tidak makan dia selalu mengawasi dan tiada satu orang pun lepas dari pengawasannya siksanya jauh lebih pedih,yakin maha kuasa cuma beri waktu para korupsi rasa kuasa dulu belum balas tiba tidak tidur tidak istirahat tidak makan selalu awas tiada satu lepas awas siksa jauh lebih pedih,Negatif,Netral,
3052,presiden taktis kita kali ini betul yg perlu itu bbm subsidi tetap lncar,presiden taktis kali betul perlu bbm subsidi tetap lncar,Positif,Positif,
5692,kayaknya anak sd masih lebih paham daripada onoh,kayak anak sd masih lebih paham daripada sono,Negatif,Negatif,
3125,sepertinya presiden kurang cerdasbrkasian bangsa ini,seperti presiden kurang cerdasbrkasian bangsa,Positif,Negatif,
2492,matamu suwek pak,mata suwek bapak,Negatif,Negatif,
3855,bentar lagi banyak yang di siram air keras,bentar siram air keras,Netral,Negatif,
4778,orang desa mungkin tidak langsung transaksi pakai dolar tapi beras gula kedelai minyak dll kan masih diimport pake dolarbrya tetep kena dampaknya lah ini serius pak pres gini aja gak paham,desa mungkin tidak langsung transaksi pakai dolar beras gula kedelai minyak dll masih diimport pakai dolarbrya tetap kena dampak serius bapak pres begini saja tidak paham,Negatif,Negatif,
9908,nyangka g,sangka tidak,Negatif,Netral,
7510,presiden kalo ngomong se enaknya jidat prabowo,presiden omong se enak jidat prabowo,Negatif,Negatif,
6458,apakah ada yang tau ekspor dan impor di indonesia nilainya banyak yang mana dari keseluruhan untuk swasembada pangan kalau ada yang tau bisa di infokan datanya brbrbiar jelas kebenaran datanya,apakah tau ekspor impor indonesia nilai mana seluruh swasembada pangan tau info data brbrbiar jelas benar data,Negatif,Netral,
6294,kliatan kualits rakyat ini sehingga menghasilkan pejabat dan pemimpin yg bodoh dan omon aja tp blunder,lihat kualits rakyat hasil jabat pimpin bodoh omon saja blunder,Netral,Negatif,
1149,ya gak pake dolor wo tp harga barang pake dolar waduh itu patutnya jadi raja majapahit,tidak pakai dolor wo harga barang pakai dolar waduh patut raja majapahit,Negatif,Negatif,
575,tahun demensia,tahun demensia,Netral,Netral,
3770,sebenernya kalo sampe ke desa indonesia masih butuh dollar artinya perlu sua sembada semua nya kalo kekeuh pengen ketergantungan sama dollar yah akan mereka maenin sampe kapan pun juga kaya kamu kasih leher kamu sama amerika,benar sampai desa indonesia masih butuh dollar arti perlu sua sembada kekeuh pengin gantung sama dollar maenin sampai kapan kayak kasih leher sama amerika,Negatif,Negatif,
4147,gak tau apa harus ketawa atau marah atau nangis melihat dan mendengar omonnya pak presiden makin lama omonnya makin melukai hati rakyat,tidak tau harus ketawa marah menang lihat dengar omonnya bapak presiden makin lama omonnya makin luka hati rakyat,Negatif,Negatif,
854,kasih solusi brngelesssss,kasih solusi brngelesssss,Positif,Negatif,
5920,iya iya iya terserah anda,serah anda,Negatif,Negatif,
9359,sini...mana uang mu 100k itu...,sinimana uang,Netral,Netral,
6615,gak bermutu blas,tidak mutu blas,Netral,Netral,
6003,lahh loh desa g pke dolarrbrdi desa jg bayak pengusaha kesil yg masih bergntung bahan luar pak,desa tidak pakai dolarrbrdi desa bayak usaha sil masih bergntung bahan luar bapak,Negatif,Negatif,
9164,harga perliter kah itu,harga liter,Positif,Netral,
4496,beginilah gambaran hasil curang,begini gambar hasil curang,Negatif,Negatif,
8174,kompenik prabowo kwi bohong dibohongi,kompenik prabowo kwi bohong bohong,Negatif,Netral,
6656,yang terpenting brharga brdi lapangan brtidak mahalbrrakyat brsemakin brsengsara,penting brharga brdi lapang brtidak mahalbrrakyat brsemakin brsengsara,Netral,Netral,
2369,sebenarnya ini negara amerika y pak prabowo,benar negara amerika bapak prabowo,Negatif,Netral,
4781,raja dolar raja omon omon raja joget,raja dolar raja omon omon raja joget,Netral,Netral,
7993,pernyataannyamenunjukkan kemampuannya,pernyataannyamenunjukkan mampu,Negatif,Netral,
2951,tanggung jawabnya mana,tanggung jawab mana,Negatif,Netral,
5626,anak sd vs,anak sd vs,Negatif,Netral,
6972,minyak kita di tempat saya sudah dijual rp per literbrpada awal minyakita pertama kali diluncurkan ke publik pada juli oleh kementerian perdagangan dengan harga jual yang ditetapkan pemerintah harga eceran tertinggihet adalah rp per liter,minyak tempat jual rp per literbrpada awal minyakita pertama kali luncur publik juli menteri dagang harga jual tetap perintah harga ecer tertinggihet rp per liter,Positif,Netral,
8717,gajelas anjir,tidak jelas anjir,Netral,Netral,
1842,terkadang ngomong macam kentut asal keluar ngak pakai otak dia kira rakyat era digital macam dia dulu blm bisa kencing lurus,terkadang omong macam kentut asal keluar tidak pakai otak kira rakyat era digital macam dulu belum kencing lurus,Negatif,Negatif,
5987,orang desa makan tempe tahukedelainya dari as belinya pakai apa gandum jagunh dll import belinya pakai apa pke bitcoin kali ya wkwkwkw,desa makan tempe tahukedelainya as beli pakai gandum jagunh dll import beli pakai pakai bitcoin kali wkwkwkw,Negatif,Netral,
538,sdh jelas bro kita di pimpin sama orang yg kompeten sama sekali jd presiden,jelas pimpin sama kompeten sama sekali presiden,Positif,Positif,
2807,efeknya bostau sendirikan,efek bostau sendiri,Netral,Netral,
5802,mungkin yg salah artikan barisan sakit hati itu kalau mereka fikir pak prabowo gak ngerti klo trade global itu pake dolarbrsebenernya maksud pak prabowo itu meredakan kepanikan masyarakat itu poin yg gak bisa di tangkap oleh barisan sakit hati iqbrbrade nya lebih baik fokus belajar yah klo ada yg bayar adek untuk ngomong kaya gitu itu pasti org dewasa jahat yg sangat menjijikanbrkarena poin adek sebenernya kritik konstruktif tapi sedikit bias karena liat dari kacamata sebelahbryang perlu di pelajari adek nya indonesia negara eksportir bukan importir bener kita impor jd lebih mahal tapi indo negara eksportir artinya pelemahan mata uang lebih banyak menguntungkan indo karena lebih kompetitif sawitkelapakokoakopisalakpisang dan banyak lagi itu membantu indo semakin cuanbrcina dan vietnam pernah memakai trik devaluasi itu memakai quotbeggar thy neighbor policyquot sengaja melemahkan mata uang yuan dan dong vt untuk meningkatkan ekspor nya dan berhasil negara mereka melesat majubrgitu yah dek belajar lg dek yg rajin dan belajar untuk membuka sudut pandang dari sisi bahkan lebih agar pemikiran gak sempit yah dek dan jangan mau masih muda di bayar jadi buzzer george soros,mungkin salah arti baris sakit hati fikir bapak prabowo tidak erti trade global pakai dolarbrsebenernya maksud bapak prabowo reda panik masyarakat poin tidak tangkap baris sakit hati iqbrbrade lebih baik fokus ajar bayar adek omong kayak pasti dewasa jahat sangat menjijikanbrkarena poin adek benar kritik konstruktif sedikit bias lihat kacamata sebelahbryang perlu ajar adek indonesia negara eksportir bukan importir benar impor lebih mahal indonesia negara eksportir arti lemah mata uang lebih untung indonesia lebih kompetitif sawitkelapakokoakopisalakpisang bantu indonesia makin cuanbrcina vietnam pakai trik devaluasi pakai quotbeggar thy neighbor policyquot sengaja lemah mata uang yuan vt tingkat ekspor hasil negara lesat majubrgitu dek ajar dek rajin ajar buka sudut pandang sisi bahkan lebih pikir tidak sempit dek jangan mau masih muda bayar buzzer george soros,Negatif,Negatif,
5597,suruh sekolah s d aja biar pinter ngga cuma jogedan doang,suruh sekolah si saja biar pintar tidak cuma jogedan doang,Negatif,Negatif,
7207,ngomong non blok faktanya ikut bop aneh ini,omong non blok fakta bop aneh,Negatif,Netral,
7344,siapsiap guys bapak ini sudah tidak perduli dengan rupiah melemah yang artinya dia kagak peduli dengan orang bawah,siapsiap guys bapak tidak duli rupiah lemah arti kagak peduli bawah,Negatif,Negatif,
7561,tega sekali merendahkan orang desa ya memang blanja kewarung tdk pke dolar tapi skrg harga minyak goreng tempe jadi naik mungkin orang desa nggoreng tempe pake pasir masakan suruh direbus saja dan pke kayuduh gusti,tega sekali rendah desa memang blanja warung tidak pakai dolar sekarang harga minyak goreng tempe naik mungkin desa nggoreng tempe pakai pasir masakan suruh rebus saja pakai kayuduh gusti,Negatif,Negatif,
8097,dia menyindir secara halus orng desa gak pakek dolar dikira orang desa semua itu goblok semua orang desa udah pinter pinter,sindir cara halus desa tidak pakai dolar kira desa goblok desa pintar pintar,Negatif,Negatif,
785,jawabannya guooooblook bngtzzzzz,jawab guooooblook bngtzzzzz,Negatif,Negatif,
1410,cia cia ceritanya dia lagi ingin membodoh rakyat krn dampak doallar yg bikin rupiah udah gak ada harga dirinya lagi gak ada nilainya lagi ngaruh di pasaran apa segala macam kebutuhan rakyat serba mihillll ini pemimpin dongo sda iya banyak memang melimpah tapi yg nyampe ke rakyat apa serba susah serba dibisnisin serba dipajak gedein,cia cia cerita ingin bodoh rakyat dampak doallar rupiah tidak harga diri tidak nilai ngaruh pasar segala macam butuh rakyat serba mihillll pimpin dongo sda memang limpah sampai rakyat serba susah serba dibisnisin serba pajak gedein,Negatif,Negatif,
155,saya suka bapak ini menekuni jalan kebodohan,suka bapak tekun jalan bodoh,Positif,Positif,
7807,bukan dibohongibrjustru dia sendiri sebagai pemimpin yang oon,bukan dibohongibrjustru sendiri bagai pimpin oon,Negatif,Negatif,
3010,di desa desa tidak pakai dollar tapi harga di desa ikut dengan kenaikan dollar,desa desa tidak pakai dollar harga desa naik dollar,Positif,Netral,
1687,ya presiden oligarki,presiden oligarki,Positif,Negatif,
4015,ini ekonom abal pesanan para koruptor,ekonom abal pesan para koruptor,Netral,Netral,
7456,hanya jokowi aja yg sama tolol nya dgn presiden saat ini,hanya jokowi saja sama tolol presiden saat,Negatif,Negatif,
3864,org desa zaman now pakai bitcoin kg pakai dollar lg,desa zaman now pakai bitcoin kg pakai dollar,Netral,Netral,
2734,ealah cah kui wis pernah mangan sekolah opo ora toow,ealah cah kui wis mangan sekolah opo ora toow,Netral,Netral,
1896,semoga indonesia cepat mandiri bisa panen kedelai sendiri dan makan ayam potong di seluruh indonesia,moga indonesia cepat mandiri panen kedelai sendiri makan ayam potong seluruh indonesia,Negatif,Positif,
5443,awas dek nanti km diculik,awas dek nanti culik,Negatif,Negatif,
570,ehpak prabowo subianto anda punya otak atau tidak,ehpak prabowo subianto anda punya otak tidak,Negatif,Negatif,
6710,dikit dikit tepuk tangan,dikit dikit tepuk tangan,Negatif,Netral,
5855,sekelas orang no dinegeri ini sdh maluin dunia,kelas no negeri maluin dunia,Negatif,Netral,
1817,omon omon ndasmu,omon omon ndasmu,Netral,Netral,
8320,anda yg gk paham ini kataquot si wowo sama dgn kata lawaknya cak lontong betul kan orang desa gk pakai dolar perkara naik minyak goreng beras dll itu urusan mereka tapi kan memang gk pakai dolar jadi intinya si wowo lagi ngelawak,anda tidak paham kataquot prabowo sama kata lawak cak lontong betul desa tidak pakai dolar perkara naik minyak goreng beras dll urus memang tidak pakai dolar inti prabowo lawak,Negatif,Negatif,
3395,omong opo mbahwoobrbrgk bermutu sm sekalihip anies baswedanjauh sekalifikiranyadgnaniesitu omonganeorg di warung kopi,omong opo mbahwoobrbrgk mutu sama sekalihip anies baswedanjauh sekalifikiranyadgnaniesitu omonganeorg warung kopi,Negatif,Netral,
3328,itu baru presiden yg bicaragmn kalau wakilnya mungkin lbh parah lagi,baru presiden bicaragmn wakil mungkin lebih parah,Negatif,Negatif,
10278,kamu pikir di indo aja yg nilai mata uang anjlok 🤣 tapi kalau dolar naik gini para pmi suka bgt 🤪 nilai tukar gede 🤣🤣,pikir indonesia saja nilai mata uang anjlok dolar naik begini para pmi suka banget nilai tukar gede,Negatif,Positif,
6103,dia tau berita gak sih,tau berita tidak,Negatif,Netral,
2976,kok dpr mahasiswa diam ya aneh apa pada kenyang,kok dpr mahasiswa diam aneh kenyang,Negatif,Netral,
981,ok pak tambah utang lagi kan banyak duit gampang membangun di segala bidang kan udah sempoyongan nanti bayar utang gampang nanganin lalu mundur aja jadi komando selesai udah masalah nye iki nama nye cerdik tapi munafik jadi komando bangsa iki itu pernah terjadi era orba kan aman udah soeharto nah mari kita lebih patriot berbangsa ind biar resesi tetap usaha tak mundur perbaiki dengan solusi kan itu sepatut nye bang ok salam success akal nye ok,bapak tambah utang duit gampang bangun segala bidang sempoyongan nanti bayar utang gampang nanganin lalu mundur saja komando selesai masalah nye iki nama nye cerdik munafik komando bangsa iki jadi era orba aman soeharto mari lebih patriot bangsa ind biar resesi tetap usaha tak mundur baik solusi patut nye abang salam success akal nye,Negatif,Negatif,
191,semoga people power segera bangkit bangkit dan bergeraklah,moga people power segera bangkit bangkit gerak,Negatif,Positif,
9332,"susah dikasih tau orang tipikal begini,,udah ilang ingatan dia tuh",susah kasih tau tipikal beginiudah hilang ingat tuh,Negatif,Negatif,
5089,adek sekolah dlu biar pintarnanti bisa tangkap koruptor di negara kita tercinta ini ya,adek sekolah dulu biar pintarnanti tangkap koruptor negara cinta,Negatif,Positif,
700,quotorang desa engga pakai dollarquot lah kan rakyat engga di desa doang,quotorang desa tidak pakai dollarquot rakyat tidak desa doang,Netral,Netral,
10048,kena dampak nya sama aja,kena dampak sama saja,Negatif,Netral,
607,oh tuhan tserah bapak aja lah,tuhan tserah bapak saja,Netral,Netral,
302,berani ga presiden prabowo ngomong sama trump kita bisa produksi minyak sendiri tanpa butuh dollar,berani tidak presiden prabowo omong sama trump produksi minyak sendiri tanpa butuh dollar,Negatif,Netral,
3421,itu berarti kita sudah terlepas dari import ya pak,arti lepas import bapak,Netral,Netral,
10094,blm lagi yg lain..kyk nya orang krja gajian nya cuma lwat aja...uang 100k kya gk. ada artinya,belum lainkyk krja gaji cuma lwat ajauang kaya tidak arti,Negatif,Netral,
1061,di desa beli beras mahal pakai rupiahpak,desa beli beras mahal pakai rupiahpak,Negatif,Negatif,
3445,ko pinter kli,kok pintar kali,Netral,Positif,
1070,kayak nya pak wowo perlu belajar efek kalau dollar naik itu apa saja dampaknya buat rakyat,kayak bapak prabowo perlu ajar efek dollar naik saja dampak buat rakyat,Negatif,Negatif,
2206,kog bisa ya orang kayak gini bisa jadi presiden yg milih ini waras apa ngak,kok kayak begini presiden pilih waras tidak,Negatif,Negatif,
9436,para rakyat yang denger:,para rakyat dengar,Positif,Netral,
7340,di desa enak pakai rupiah pak trs tunai lagi jadi uang bisa berputar maaf qris kalo didesa amp dipedalaman gak laku,desa enak pakai rupiah bapak terus tunai uang putar maaf desa dalam tidak laku,Netral,Positif,
8209,tukang kritik tukang nyiynyir prabowo lebih baik ketimbang yg lain,tukang kritik tukang nyiynyir prabowo lebih baik ketimbang lain,Negatif,Positif,
7680,makinn ngerii,makinn ngeri,Negatif,Netral,
4643,oke gas oke gas memang dahsyat kelompok pelangi,gas gas memang dahsyat kelompok pelangi,Negatif,Netral,
7684,nunggu turun atau diturunin mungkin,tunggu turun diturunin mungkin,Negatif,Negatif,
9008,banyak kali cakap kau bg,kali cakap kau,Negatif,Negatif,
7997,bebalnya kebangeten,bebal kebangeten,Negatif,Negatif,
5601,dolar itu quotdiodolodol digelarquot,dolar quotdiodolodol digelarquot,Netral,Netral,
9152,"maklum saya umur 60 ajah
se inget saya daya pikirnya sdh turun jauh
apa lagi yang sdh u 70 an",maklum umur saja se ingat daya pikir turun jauh lu,Negatif,Netral,
7023,maju trus pak prabowo,maju terus bapak prabowo,Netral,Positif,
4894,sampai kaget liat pidato presiden kali ini buat apa coba dia bilang begitu mending fokus supaya nilai rupiah stabil malah bikin pidato kontroversi lagi,sampai kaget lihat pidato presiden kali buat bilang mending fokus nilai rupiah stabil malah pidato kontroversi,Netral,Netral,
226,kalau ga ngerti ya harus ngerti dulu pak bukannya berspekulasi dan bernarasi yang membuat anda berhalusinasi,tidak erti harus erti dulu bapak bukan spekulasi narasi buat anda halusinasi,Negatif,Negatif,
3355,njirrrrrrr ternyata emang kecerdasannya dibawah rata rata ternyata sdm rendah,njirrrrrrr nyata memang cerdas bawah rata rata nyata sdm rendah,Negatif,Negatif,
5896,ya terus kalau indonesia pengen jajan bagaimana pakai duit rp kalau pengen jajan ke indomaret pakai apa pakai pakai atau enggak pakai rupiah ya apa kita di situ ngutang,terus indonesia pengin jajan bagaimana pakai duit rp pengin jajan indomaret pakai pakai pakai enggak pakai rupiah ngutang,Netral,Netral,
8755,kak hirauin aja komen yg gajelas itu namanya jg satu pikiran sm bocah gemoy itu,hirauin saja komen tidak jelas nama satu pikir sama bocah gemoy,Netral,Positif,
3437,cerminan presiden onengbrdia ga paham dampak dolar naik,cermin presiden onengbrdia tidak paham dampak dolar naik,Positif,Negatif,
1694,ngomong ga pke otak,omong tidak pakai otak,Negatif,Negatif,
6894,yg tepuk tangan bodo amat dia mau ngomong apa yg penting duit gw banyak,tepuk tangan bodo amat mau omong penting duit,Negatif,Netral,
1046,ternyata eh ternyata brkalau namanya berhala udah berubah wujudnya jadi harta benda bisa bikin mata hati hilang nuraninya,nyata nyata brkalau nama berhala ubah wujud harta benda mata hati hilang nurani,Negatif,Netral,
3447,buset brbisnis gw kdampak pak brbahan baku naik brdikira bodoh kali ye masyarakat,buset brbisnis kdampak bapak brbahan baku naik brdikira bodoh kali ye masyarakat,Negatif,Negatif,
8051,emang presiden cm omon,memang presiden cuma omon,Negatif,Netral,
9147,"ini beneran kayak gini pemikiran presiden kita, emang kita gak pake dollar pak tp kalo dollar naik semua harga jg naik, kita di desa makin sengsara pak.. logika mcm apa itu",benar kayak begini pikir presiden memang tidak pakai dollar bapak dollar naik harga naik desa makin sengsara bapak logika macam,Negatif,Negatif,
10277,nyesel bgt saya milih bapak ini,sesal banget pilih bapak,Negatif,Negatif,
4736,namanya jg ekonom lah pertanyaannya yg bisikin pak presiden itu siapa seskab kah atau ajudan kah atau siapakah bisa jadi dia hanya laporan yg baik saja demi melancarkan segala sesuatunya padahal actualnya berbanding terbalik,nama ekonom tanya bisikin bapak presiden seskab ajudan siapa hanya lapor baik saja demi lancar segala sesuatu actualnya banding balik,Negatif,Negatif,
4497,punya presiden ege ganti aja ama ondel ondel,punya presiden ege ganti saja sama ondel ondel,Positif,Negatif,
1219,asli gue tanya ini ini orang kalau ngomong emang lewat othaaaaknya apa ga ya gue sampai takjub sama omongan yang keluar dari presiden lho ada yang salah sama orang iniapa mentalnya ga diperiksa dulu karena apa yang keluar dari mulutnya asli kaya ga diproses di kepala dulu tapi lewat bagian lain dari tubuhnya,asli tanya omong memang lewat othaaaaknya tidak sampai takjub sama omong keluar presiden lho salah sama iniapa mental tidak periksa dulu keluar mulut asli kayak tidak proses kepala dulu lewat bagi lain tubuh,Negatif,Negatif,
6016,cocot mu pak,cocot bapak,Netral,Negatif,
9720,serius dia presiden guys ?  aman dari mana ? apa dia dapat info dari tedy mungkin bilang aman .,serius presiden guys aman mana dapat info tedy mungkin bilang aman,Negatif,Negatif,
3988,bijak dalam sosmed dan kritis sehat agar pemerintah dapat memperbaiki diri,bijak dalam sosmed kritis sehat perintah dapat baik diri,Negatif,Positif,
4912,minyak impor pupuk impor kedele impor pelastik impor beras juga kadang impor garam impor baju bekas juga semua pakai dollar ujung ujungnya rupiah meriang,minyak impor pupuk impor kedele impor plastik impor beras kadang impor garam impor baju bekas pakai dollar ujung ujung rupiah meriang,Negatif,Netral,
9493,ya suka ga suka harus tukar ke dollar biar ga berkurang terus nilainya,suka tidak suka harus tukar dollar biar tidak kurang terus nilai,Negatif,Netral,
4494,namanya juga tukang omon wowo,nama tukang omon prabowo,Negatif,Negatif,
6945,rakyat kekurangan pupuk masak dibatasin padahal sawahnya lebar,rakyat kurang pupuk masak dibatasin sawah lebar,Negatif,Netral,
5700,yg bangsat itu para spekulan dolar brya betul pak prabowo brorang desa itu nilai tukarnya rupiah anak sd taunya baru jajan minta orang tuwa brkembali para pengkianat bangsa amp para koruptor itu orang yg menyusahkan rakyat rakyat brkalo dampaknya dolar ya brdasar bangsat yg bikin ulah otak udang,bangsat para spekulan dolar brya betul bapak prabowo brorang desa nilai tukar rupiah anak sd tau baru jajan minta tuwa brkembali para pengkianat bangsa para koruptor susah rakyat rakyat brkalo dampak dolar brdasar bangsat ulah otak udang,Negatif,Negatif,
8353,cepat salahkan malaysia dan singapura,cepat salah malaysia singapura,Negatif,Netral,
957,ga pernah buka lowongan kerja malah mondar mandir doang ga karuan,tidak buka lowong kerja malah mondar mandir doang tidak karuan,Positif,Negatif,
2870,bngun paksadar rkyt mnjrit harha kebutuhn naik luar biasa,bangun paksadar rkyt mnjrit harha kebutuhn naik luar biasa,Negatif,Negatif,
4434,kan betol kata pak prabowo brsuper aneh ini pengkritik brkeliatan bodoh nyabrgk bisa menafsirkan apa makna dan maksud nya bahasa pak prabowobranehanehbrkacau dah pikirannya,betol kata bapak prabowo brsuper aneh kritik brkeliatan bodoh nyabrgk tafsir makna maksud bahasa bapak prabowobranehanehbrkacau pikir,Negatif,Positif,
4974,wkwkwk nikmati aja oke gas oke gas,nikmat saja gas gas,Negatif,Positif,
2962,yakin gak ngaruh jadi pgn liat apa reaksinya kalau usd tembus k,yakin tidak ngaruh pengin lihat reaksi usd tembus,Positif,Netral,
2201,stand up nya pecah,stand up pecah,Netral,Netral,
99,ini presiden tergoblok,presiden goblok,Negatif,Negatif,
10140,pak presiden ijin.tp dampaknya ke kampung semua naik harganya,bapak presiden ijintp dampak kampung naik harga,Positif,Netral,
2558,presiden lupa sama utang negara hrs bayar,presiden lupa sama utang negara harus bayar,Negatif,Netral,
8446,bukanya intropeksidan memperbaiki ekonomi dan nilai tukar rpmalahngelessgak jauh bedasama yg sonooooi,buka intropeksidan baik ekonomi nilai tukar rpmalahngelessgak jauh bedasama sonooooi,Negatif,Negatif,
4200,sangat memalukan sich ada pemimpin negara yg ga ngerti dampak ekonominyaasal ngomong nyari pembenaran sendiri,sangat malu pimpin negara tidak erti dampak ekonominyaasal omong cari benar sendiri,Negatif,Negatif,
9638,rill saya di desa 100k udah gada harga dirinya,rill desa tidak ada harga diri,Positif,Negatif,
5540,prabowo tak pernah sekolah buta huruf makanya tak gerti infrasi mending anak bocah ini jadi presiden ada sekolah tahu infrasi,prabowo tak sekolah buta huruf makanya tak gerti infrasi mending anak bocah presiden sekolah tahu infrasi,Negatif,Negatif,
1649,aku tki di china kenaikan dollar ini berasa banget gajiku jutaan dulu bisa kirim jutaan ke indonesia sekarang cuma bisa juta kirimnya berkurang juta tuh berasa banget buat orang susah,tki china naik dollar asa banget gaji juta dulu kirim juta indonesia sekarang cuma juta kirim kurang juta tuh asa banget buat susah,Positif,Netral,
9889,"dikota jg g smua pake dollar,masalahnya harga dollar brpengaruh ke hrga kebutuhan sehari2 dlm rmh tgga,bpk.",kota tidak pakai dollarmasalahnya harga dollar brpengaruh hrga butuh hari dalam rumah tggabpk,Positif,Netral,
6198,dia ngapain si anj,kapai anjing,Negatif,Negatif,
6296,mreka semua ga ngerasain faktanya di lapangan gimana yang kena dampaknya cuma rakyatquot kecil aja jadi mreka bisa tepuk tangan dan ketawa ketiwi,tidak rasai fakta lapang bagaimana kena dampak cuma rakyatquot kecil saja tepuk tangan ketawa ketiwi,Negatif,Netral,
4500,statementquot penguasa hanya untuk membodohi rakyatnya saja tapi ternyata rakyatnya banyak yg jauh lebih pintar drpd pejabatpenguasanya,statementquot kuasa hanya bodoh rakyat saja nyata rakyat jauh lebih pintar daripada pejabatpenguasanya,Negatif,Negatif,
1155,yang tepuk tangan cuma mengamankan diri takut dipecat soalnya,tepuk tangan cuma aman diri takut pecat soal,Negatif,Netral,
2256,presiden paling ngakakpemimpin dunia terhibur ama lawak prabowo,presiden paling ngakakpemimpin dunia hibur sama lawak prabowo,Positif,Negatif,
9875,"ngga kak, kita masih pake sistem barter",tidak masih pakai sistem barter,Negatif,Netral,
3171,ini lah presiden kita yg cerdasssss n superrrr,presiden cerdasssss superrrr,Positif,Positif,
7401,no comment,no comment,Netral,Netral,
